title,abstract,id,day,month,year
Comparison of different behaviour management techniques while administering injectable la with minimum pain perception and anxiety in children.,"Dental anxiety is a frequent reason for reluctance in young children, leading to challenges in delivering effective dental treatment due to their uncooperative behavior. Aim: The aim of this study was to evaluate and compare the efficacy of different behaviour management techniques while administrating injectable LA with minimum pain perception and anxiety in children. One hundred and twenty children, aged 4 to 10 years, were equally and randomly assigned to four groups. In Group I, local anesthesia was administered while using wireless headphones. For Group II, local anesthesia was administered using a mobile phone with earpieces. Group III received local anesthesia while incorporating the 3D virtual reality eyewear method and Group IV received local anesthesia while utilizing the stress ball technique. Pain and anxiety assessments were conducted using various scales and Physiological parameters such as pulse rate and oxygen saturation levels were recorded and the resultant data were systematically tabulated for subsequent statistical analysis. Virtual reality group showed highly significant result in terms of lowering anxiety and pain scores compared to audio, audio visual, stress ball groups ( p <0.001). Virtual group (5.10) also displays significantly highest behavior scores than the audio (1.70), audio visual group (3.96) and Stress Ball groups (2.66). The virtual reality group emerged as the most effective method in alleviating anxiety and pain experienced by pediatric dental patients.  Key words: Pain management, Anxiety, Distraction, Virtual reality device, Stress ball, Audiovisual, Audio.",39281799,1,8,2024
Ecological virtual reality-based cognitive remediation among inpatients with schizophrenia: A pilot study.,"Schizophrenia presents a considerable clinical challenge due to limited progress in promoting daily-life functioning among diagnosed individuals. Although cognitive remediation (CR) has emerged as a promising approach to improving cognitive and functional outcomes in schizophrenia, its effectiveness among inpatients and within hospital environments-where opportunities to practice skills in real-world contexts are limited-remains unclear. Here, we aimed to establish the feasibility and initial efficacy of a short, ecological virtual reality-based CR training (CR-EVR) in acute mental health inpatient settings. Efficacy was assessed at four levels: training engagement, near transfer, far transfer, and ecological transfer. Twenty-three inpatients with schizophrenia (Male: 33.3 ± 8.5; 4 Female) completed 8, 20-min CR-EVR sessions, with exercises training the cognitive abilities of inhibition, planning, working memory, shifting, self-initiation, persistence, and attention. Their cognitive functioning, schizophrenia symptoms, functional capacity, and participation in occupations were evaluated pre- and post-training to address four levels of effectiveness. Of the recruited participants, 25.8 % dropped out. Inpatients who completed the full protocol reported high rates of satisfaction (1-not satisfied; 5-very satisfied)) from the intervention (Median = 4, IQR:3.5-5). Post-training, significant improvements were found in the trained cognitive components (intervention engagement: -6.58 < t/Z < 2.02,  p  < .05), general cognitive functioning (-2.59 < t/Z < 2.29,  p  < .05), functional capacity ( t  = -2.9, p < .05), and diversity of participation in everyday activities ( t  = -3.36, p < .05). This preliminary study suggests that CR-EVR may be a feasible and practical tool to enhance cognitive and ecological outcomes in short-stay acute inpatient settings. Subject to further research, such intervention may be considered an add-on to current practices that promote recovery and health among inpatient populations.",39281321,28,8,2024
Effect of virtual reality-based visual training for myopia control in children: a randomized controlled trial.,"To assess the efficacy and safety of virtual reality-based visual training (VRVT) in myopia control among children. The randomized, parallel-group, single-blind clinical trial conducted at the Department of Ophthalmology of Shanghai Tenth People's Hospital enrolled 65 low-myopic children (aged 8 to 13 years) with cycloplegic spherical equivalent (SE) between - 0.50 and - 3.00 diopters (D), astigmatism less than - 1.00 D, anisometropia less than 1.50D, and best corrected visual acuity (BCVA) more than 0.0 logarithm (LogMAR) of the minimum angle of resolution. The participants were enrolled in December 2020, and the follow-up of this study concluded on August 2021. Children were assigned randomly to the intervention group (VRVT plus single-vision spectacle [SVS]) and the control group (only SVS without receiving VRVT). The intervention group was administered for 20 min per day with VRVT under parental supervision at home. The primary outcome was changes in axial length (AL) at 3 months. Macular choroidal thickness (mCT) was regarded as a key secondary outcome. Among 65 participants (mean age: 10.8 years, 52.3% male), 60 children (92.3%) who completed the 3-month intervention and 6-month follow-up were included in the analysis (30 in the intervention group and 30 in the control group). The changes of AL were 0.063 ± 0.060 mm (95% confidence interval [CI], 0.074 to 0.119 mm) in the intervention group and 0.129 ± 0.060 mm (95% CI, 0.107 to 0.152 mm) and in the control group at 3 months (t = - 2.135, P = 0.037), and the mean difference between the two groups was 0.066 mm. The change of mCT were 22.633 ± 36.171 μm (95% CI, 9.127 to 36.140 μm) in the intervention group and - 3.000 ± 31.056 μm (95% CI, - 14.597 to 8.597 μm) in the control group at 3 months (t = 2.945, P = 0.005). VR vertigo was the most common adverse event which was occurred in two children (2/30, 6.67%) in the intervention group. VRVT is a promising method for myopia control in children with good user acceptability. Among children aged 8 to 13 years with low-myopia, nightly use of VRVT resulted in slowing myopia progression. This protocol was registered with ClinicalTrials.gov (NCT06250920), retrospectively registered on 01 February 2024.",39278928,16,9,2024
Golden Breath: Feasibility and acceptability of a biofeedback-based virtual reality game on reducing children's needle-related pain and fear.,"Needle procedures can cause pain and fear in children. Current literature reports that biofeedback-based virtual reality applications may help alleviate children's pain and fear. This study aims to evaluate the feasibility, acceptability, and safety of the newly developed game Golden Breath, which uses biofeedback-based virtual reality to reduce children's needle-related pain and fear. The development of Golden Breath includes; (1) development of the application's features based on needs assessment, (2) gamification of the application content based on literature, (3) development of the prototype, (4) expert evaluation and feedback on the application content, (5) usability testing by 11 children (4-12 years). Regarding acceptability, the expert evaluation showed a high usability of the system. All children provided positive feedback and reported high satisfaction with Golden Breath. The game was feasible and effective for reducing children's pain and fear levels during needle procedures. Golden Breath was deemed safe for children because it did not cause symptoms such as dizziness, vomiting, or nausea. The expert evaluation, children's feedback, and pilot study results showed that the Golden Breath game is feasible, acceptable, and safe for children during the needle-related procedure. The pilot study revealed that the Golden Breath game effectively reduced pain and fear during blood sampling in children. It is recommended that healthcare professionals use Golden Breath to optimize the well-being of children receiving treatment for chronic and acute diseases.",39278144,13,9,2024
Open LEARN: Open access linear accelerator education and augmented reality Navigator.,"To create an open-access Linear Accelerator Education and Augmented Reality Navigator (Open LEARN) via 3D printable objects and interactive augmented reality assets. This study describes an augmented reality linear accelerator (linac) model accessible through a QR code and a smartphone to address the challenges of medical physics and radiation oncology trainees in low-to-middle-income countries. Major components of a generic linear accelerator are modeled as individual objects. These objects can be 3D printed for hands-on learning and used as interactive 3D assets within the augmented reality app. In the AR app, descriptions are displayed to navigate the components spatially and textually. Items modeled include the treatment couch, klystron, circulator, RF waveguides, electron gun, waveguide, beam steering assemblies, target, collimators, multi-leaf collimators, and imaging systems. The linear accelerator is rendered at nearly 100% of its actual size, allowing users to change magnification and view objects from different angles. The augmented reality linear accelerators and 3D-printed objects make these complex machines easily accessible with smartphones and 3D-printing technologies, facilitating education and training through physical and virtual interaction.",39276724,13,9,2024
Leveraging AI for the diagnosis and treatment of autism spectrum disorder: Current trends and future prospects.,"The integration of artificial intelligence (AI) into the diagnosis and treatment of autism spectrum disorder (ASD) represents a promising frontier in healthcare. This review explores the current landscape and future prospects of AI technologies in ASD diagnostics and interventions. AI enables early detection and personalized assessment of ASD through the analysis of diverse data sources such as behavioural patterns, neuroimaging, genetics, and electronic health records. Machine learning algorithms exhibit high accuracy in distinguishing ASD from neurotypical development and other developmental disorders, facilitating timely interventions. Furthermore, AI-driven therapeutic interventions, including augmentative communication systems, virtual reality-based training, and robot-assisted therapies, show potential in improving social interactions and communication skills in individuals with ASD. Despite challenges such as data privacy and interpretability, the future of AI in ASD holds promise for refining diagnostic accuracy, deploying telehealth platforms, and tailoring treatment plans. By harnessing AI, clinicians can enhance ASD care delivery, empower patients, and advance our understanding of this complex condition.",39276483,10,9,2024
Brain Neuroplasticity Leveraging Virtual Reality and Brain-Computer Interface Technologies.,"This study explores neuroplasticity through the use of virtual reality (VR) and brain-computer interfaces (BCIs). Neuroplasticity is the brain's ability to reorganize itself by forming new neural connections in response to learning, experience, and injury. VR offers a controlled environment to manipulate sensory inputs, while BCIs facilitate real-time monitoring and modulation of neural activity. By combining VR and BCI, researchers can stimulate specific brain regions, trigger neurochemical changes, and influence cognitive functions such as memory, perception, and motor skills. Key findings indicate that VR and BCI interventions are promising for rehabilitation therapies, treatment of phobias and anxiety disorders, and cognitive enhancement. Personalized VR experiences, adapted based on BCI feedback, enhance the efficacy of these interventions. This study underscores the potential for integrating VR and BCI technologies to understand and harness neuroplasticity for cognitive and therapeutic applications. The researchers utilized the PRISMA (Preferred Reporting Items for Systematic Reviews and Meta-Analyses) method to conduct a comprehensive and systematic review of the existing literature on neuroplasticity, VR, and BCI. This involved identifying relevant studies through database searches, screening for eligibility, and assessing the quality of the included studies. Data extraction focused on the effects of VR and BCI on neuroplasticity and cognitive functions. The PRISMA method ensured a rigorous and transparent approach to synthesizing evidence, allowing the researchers to draw robust conclusions about the potential of VR and BCI technologies in promoting neuroplasticity and cognitive enhancement.",39275636,3,9,2024
Use of Virtual Reality in School-Aged Children with Developmental Coordination Disorder: A Novel Approach.,"Virtual reality (VR) applications in paediatric rehabilitation are recent but promising. This brief report describes a VR rehabilitation program for a small sample of children with Developmental Coordination Disorder (DCD). The program focused explicitly on executive functions, a key area of concern for this population. It was conducted over 11 weeks in the CARE Lab. This lab was designed with appropriate structural characteristics and sophisticated technology to provide a rehabilitative setting with recreational and semi-immersive features. Before and after the VR training, the children were evaluated in terms of visual attention, inhibition, planning abilities, and visual-motor coordination. The rehabilitation programs were customised according to the clinical needs and the functional profile of each patient, proposing different games with variable complexity levels. These preliminary results showed a global and clinically significant change in executive functions, especially visual attention and inhibition skills. These findings suggest interesting implications for clinical practice, providing new information for professionals regarding the application of VR in the field of paediatric rehabilitation.",39275489,28,8,2024
Analysis of Gait Kinematics in Smart Walker-Assisted Locomotion in Immersive Virtual Reality Scenario.,"The decline in neuromusculoskeletal capabilities of older adults can affect motor control, independence, and locomotion. Because the elderly population is increasing worldwide, assisting independent mobility and improving rehabilitation therapies has become a priority. The combination of rehabilitation robotic devices and virtual reality (VR) tools can be used in gait training to improve clinical outcomes, motivation, and treatment adherence. Nevertheless, VR tools may be associated with cybersickness and changes in gait kinematics. This paper analyzes the gait parameters of fourteen elderly participants across three experimental tasks: free walking (FW), smart walker-assisted gait (AW), and smart walker-assisted gait combined with VR assistance (VRAW). The kinematic parameters of both lower limbs were captured by a 3D wearable motion capture system. This research aims at assessing the kinematic adaptations when using a smart walker and how the integration between this robotic device and the VR tool can influence such adaptations. Additionally, cybersickness symptoms were investigated using a questionnaire for virtual rehabilitation systems after the VRAW task. The experimental data indicate significant differences between FW and both AW and VRAW. Specifically, there was an overall reduction in sagittal motion of 16%, 25%, and 38% in the hip, knee, and ankle, respectively, for both AW and VRAW compared to FW. However, no significant differences between the AW and VRAW kinematic parameters and no adverse symptoms related to VR were identified. These results indicate that VR technology can be used in walker-assisted gait rehabilitation without compromising kinematic performance and presenting potential benefits related to motivation and treatment adherence.",39275445,27,8,2024
Xbox Kinect Sports vs. Nintendo Switch Sports and Their Effects on Body Composition and Physical Performance in Older Females: A Randomized Controlled Trial.,"Background/Objectives : This study aimed to compare the effects of Xbox Kinect Sports (XKS) regarding Nintendo Switch Sports (NSS) and an inactive control group (CG) on body composition (body fat percentage, BFP; and fat-free mass) and physical performance (maximal isometric handgrip strength, MIHS; 30-s chair stand, 30-S; timed up-and-go, TUG; sit-and-reach; and 2-min step) in physically inactive older females.  Methods:  A randomized controlled trial study was conducted with three parallel groups: XKS (n = 13), NSS (n = 14), and CG (n = 16) considering three weekly 60-min sessions for 12 weeks with pre- and post-assessments.  Results:  A two-factor mixed analysis of variance (ANOVA) model with repeated measures was performed to measure the time × group effect. Multiple comparisons revealed significant differences in BFP (F (2,18)  = 6.12;  p  = 0.005; ηp 2  = 0.226, large effect), 30-S (F (2,18)  = 20.7;  p  = 0.000; ηp 2  = 0.496, large effect), TUG (F (2,18)  = 10.0;  p  = 0.000; ηp 2  = 0.323, large effect), sit-and-reach (F (2,18)  = 37.3;  p  = 0.000; ηp 2  = 0.640, large effect), and 2-min step (F (2,18)  = 9.85;  p  = 0.000; ηp 2  = 0.319, large effect) in favor of XKS regarding NSS and CG. The intragroup results only present in XKS a significant decrease in BFP ( p  = 0.02; d = 0.98) and significant improvements in the 30-S ( p  = 0.000; d = 1.88), TUG ( p  < 0.01; d = 2.00), sit-and-reach ( p  = 0.003; d = 2.58), and 2-min step ( p  = 0.004; d = 1.05).  Conclusions:  training using XKS significantly decreases BFP and improves 30-S, TUG, sit-and-reach, and 2-min step in physically inactive older females.",39274198,23,8,2024
Virtual Reality Cognitive Remediation in Older Adults with Bipolar Disorder: The Effects on Cognitive Performance and Depression in a Feasibility Randomized Controlled Trial.,"Dementia, depression, and cardiovascular disease are major public health concerns for older adults, requiring early intervention. This study investigates whether a virtual reality cognitive remediation program (VR-CR) can improve cognitive function and depressive symptoms in older adults, and determines the necessary sample size for future studies. Integrated VR and CR interventions have shown promising outcomes in older adults with neurodegenerative and mental health disorders. This secondary analysis of a randomized controlled trial involves adults aged 58-75 years with bipolar disorder, excluding those with acute episodes, epilepsy, or severe eye diseases. The experimental group received standard treatment plus VR-CR, while the control group received only standard treatment. No baseline differences were found between the experimental and control groups. No significant improvement was observed in the overall cognitive function test ( p  = 0.897) or in depressive symptoms ( p  = 0.322). A phase III efficacy study requires a sample size of 28 participants (alpha = 0.05, beta = 0.20). VR-CR can potentially treat depressive symptoms in adults and older adults, but the results support conducting phase III studies to further investigate these outcomes. However, the improvement in cognitive performance in the elderly is less pronounced than in younger individuals.",39273777,3,9,2024
Impact of VR-Based Cognitive Training on Working Memory and Inhibitory Control in IDD Young Adults.,"Young people with intellectual developmental disabilities have a persistent delay in the development of executive functions. Virtual reality (VR) is increasingly being used as a cognitive intervention tool, with significant effectiveness demonstrated in different types of populations. This pilot study aims to investigate the impact of a cognitive training program utilizing VR on young adults diagnosed with intellectual developmental disabilities (IDDs). The participants (N = 15) served as their own control group and were assessed three times: weeks 0, 8, and 16, with a rest period (0-8 weeks) and an intervention period (8-16 weeks). The assessments included measures of cognitive function provided by E-Prime ®  (Version 3). Overall, an improvement in working memory and inhibitory control was found after the intervention, but not in sustained attention. These findings suggest that VR-based cognitive training holds promise as an effective intervention for enhancing cognitive abilities in young adults with intellectual developmental disabilities. This study provides a foundation for future investigations into VR's role in cognitive rehabilitation and its potential to support daily living skills and overall quality of life for individuals with IDDs. Further research is needed to explore the long-term effects and broader applicability of VR interventions.",39273729,26,8,2024
Feasibility and effectiveness of telerehabilitation on mobility and balance function in multiple sclerosis: A systematic review and meta-analysis.,"Multiple Sclerosis (MS) is a chronic neurodegenerative disease of the central nervous system with a significant impact on mobility and balance function. Telerehabilitation is an emerging branch of telemedicine which has the potential to deliver rehabilitation remotely through the use of information and communication technology. The aim of this systematic literature review and meta-analysis is to synthesise and analyse the evidence on the effectiveness of telerehabilitation in improving mobility and balance function in MS and to determine its feasibility. Four electronic databases (PubMed, the Cochrane Library, Science Direct and Cinahl) were searched in January 2024 using some of the following terms: ""Multiple Sclerosis"" AND ""Telerehabilitation"" OR ""Exergaming"" OR"" Virtual Reality"". The risk of bias was assessed using the Cochrane Risk of Bias assessment tool. The meta-analysis was conducted using Cochrane Collaboration Review Manager Software (version 5.4.1). Five Randomised Controlled Trials were included with a total sample size of 225 participants who had MS. The meta-analyses found significant statistical and clinical effects of telerehabilitation for both Mobility ((P = 0.02; SMD = 0.41; 95 % CI: 0.05, 0.77) and Balance (P = 0.0001; SMD = 0.64; 95 % CI: 0.31, 0.97) outcomes. Feasibility was found to be >90 %. This review found evidence in favour of telerehabilitation using exergaming and Pilate-based interventions. Further studies are needed with larger sample sizes of high methodological quality. The findings of this review highlight the potential of telerehabilitation to fulfil an unmet need in care pathways which currently exists in MS rehabilitation.",39270413,4,9,2024
Characteristics of central cortex and upper-limb flexors synchrony oxygenation during grasping in people with stroke: a controlled trial study protocol.,"Upper limb motor impairment is a common consequence of stroke, and the effectiveness and underlying mechanisms of rehabilitation therapy for improving upper limb function remain uncertain. Functional near-infrared spectroscopy, a reliable wearable neuroimaging technique, holds promise for investigating brain activity during functional tasks. This study aims to explore the synchronous oxygenation characteristics of the central cortex and upper-limb flexors during a grasping task and investigate the rehabilitation mechanisms of upper limb motor function in individuals with stroke. Participants with stroke who demonstrate the ability to grasp and lift cubic wood blocks of different sizes (2.5cm 3 , 5cm 3 , and 10cm 3 ) using their affected hand will be divided into three groups: A, B, and C. Each group will consist of twenty stroke patients, resulting in a total of sixty participants with stroke. Additionally, twenty matched healthy subjects will be enrolled as a control group. Comprehensive assessments will be conducted before and after the intervention, including blood oxygen parameter monitoring of the cerebral cortex and upper limb flexors using fNIRS during the grasping task. Other assessments will include MyotonPRO, the Modified Ashworth Scale, the upper extremity section of the Fugl-Meyer Assessment, the Action Research Arm Test, and the Modified Barthel Index. The study will be undertaken between January 2024 and September 2025. The results of this trial will provide an in-depth understanding of the Characteristics of central cortex and upper-limb flexors synchronous oxygenation during grasping task and how it may relate to the rehabilitation mechanism of upper limb motor function in people with stroke. https://www.chictr.org.cn, identifier ChiCTR2400080619.",39268217,29,8,2024
Augmented reality- virtual reality wartime training of reserve prehospital teams: a pilot study.,"In the realm of trauma response preparation for prehospital teams, the combination of Augmented Reality (AR) and Virtual Reality (VR) with manikin technologies is growing in importance for creating training scenarios that closely mirror potential real-life situations. The pilot study focused on training of airway management and intubation for trauma incidents, based on a Trauma AR-VR simulator involving reserve paramedics of the National EMS service (Magen David Adom) who had not practiced for up to six years, activated during the Israel-Gaza conflict (October 2023). The trauma simulator merges the physical and virtual realms by utilizing a real manikin and instruments outfitted with sensors. This integration enables a precise one-to-one correspondence between the physical and virtual environments. Considering the importance of enhancing the preparedness of the reserve paramedics to support the prehospital system in Israel, the study aims to ascertain the impact of AR-VR Trauma simulator training on the modification of key perceptual attitudes such as self-efficacy, resilience, knowledge, and competency among reserve paramedics in Israel. A quantitative questionnaire was utilized to gauge the influence of AR-VR training on specific psychological and skill-based metrics, including self-efficacy, resilience, medical knowledge, professional competency, confidence in performing intubations, and the perceived quality of the training experience in this pilot study. The methodology entailed administering a pre-training questionnaire, delivering a targeted 30-minute AR-VR training session on airway management techniques, and collecting post-training data through a parallel questionnaire to measure the training's impact. Fifteen reserve paramedics were trained, with a response rate of 80% (n = 12) in both measurements. Post-training evaluations indicated a significant uptick in all measured areas, with resilience (3.717±0.611 to 4.008±0.665) and intubation confidence (3.541±0.891 to 3.833±0.608) showing particularly robust gains. The high rating (4.438±0.419 on a scale of 5) of the training quality suggests positive response to the AR-VR integration for the enhancement of medical training, CONCLUSIONS: The application of AR-VR in the training of reserve paramedics demonstrates potential as a key tool for their swift mobilization and efficiency in crisis response. This is particularly valuable for training when quick deployment of personnel is necessary, training resources are diminished, and 'all hands on deck' is necessary.",39267143,12,9,2024
A randomized controlled trial investigating experiential virtual reality communication on prudent antibiotic use.,"Antimicrobial resistance (AMR) is a global health threat. This randomized controlled trial evaluates the impact of experiential virtual reality (VR) versus information provision via VR or leaflet on prudent antibiotic use. A total of 249 (239 analyzed) participants were randomized into three conditions: VR Information + Experience, VR Information, or Leaflet Information. All participants received AMR information, while those in the VR Information + Experience condition additionally engaged in a game, making treatment decisions for their virtual avatar's infection. Participants in the VR Information + Experience condition showed a significant increase in prudent use intentions from baseline (d = 1.48). This increase was significantly larger compared to the VR Information (d = 0.50) and Leaflet Information (d = 0.79) conditions. The increase in intentions from baseline remained significant at follow-up in the VR Information + Experience condition (d = 1.25). Experiential VR communication shows promise for promoting prudent antibiotics use.",39266716,12,9,2024
Telepsychiatry in the Treatment of Major Depressive Disorders.,"This chapter explores the transformative role of telepsychiatry in managing major depressive disorders (MDD). Traversing geographical barriers and reducing stigma, this innovative branch of telemedicine leverages digital platforms to deliver effective psychiatric care. We investigate the evolution of telepsychiatry, examining its diverse interventions such as videoconferencing-based psychotherapy, medication management, and mobile applications. While offering significant advantages like increased accessibility, cost-effectiveness, and improved patient engagement, challenges in telepsychiatry include technological barriers, privacy concerns, ethical and legal considerations, and digital literacy gaps. Looking forward, emerging technologies like virtual reality, artificial intelligence, and precision medicine hold immense potential to personalize and enhance treatment effectiveness. Recognizing its limitations and advocating for equitable access, this chapter underscores telepsychiatry's power to revolutionize MDD treatment, making quality mental healthcare a reality for all.",39261437,NA,NA,NA
The New Emerging Treatment Choice for Major Depressive Disorders: Digital Therapeutics.,"The chapter provides an in-depth analysis of digital therapeutics (DTx) as a revolutionary approach to managing major depressive disorder (MDD). It discusses the evolution and definition of DTx, their application across various medical fields, regulatory considerations, and their benefits and limitations. This chapter extensively covers DTx for MDD, including smartphone applications, virtual reality interventions, cognitive-behavioral therapy (CBT) platforms, artificial intelligence (AI) and chatbot therapies, biofeedback, wearable technologies, and serious games. It evaluates the effectiveness of these digital interventions, comparing them with traditional treatments and examining patient perspectives, compliance, and engagement. The integration of DTx into clinical practice is also explored, along with the challenges and barriers to their adoption, such as technological limitations, data privacy concerns, ethical considerations, reimbursement issues, and the need for improved digital literacy. This chapter concludes by looking at the future direction of DTx in mental healthcare, emphasizing the need for personalized treatment plans, integration with emerging modalities, and the expansion of access to these innovative solutions globally.",39261436,NA,NA,NA
The Potential and Challenges of Virtual Reality as an Adjunctive Treatment of Depression Patients.,"Virtual reality (VR) is a promising supplemental or alternative approach for treating depression. Focusing on the unique affordances of VR, such as immersive therapeutic settings and uniform treatment delivery, this study explores both the current applications and future potential of VR technology in treating and assessing depression. VR provides users with an ""immersive"" and ""presence"" experience through multisensory stimulation. VR is an emerging paradigm in healthcare, particularly in psychiatric treatment, and presents compelling possibilities for its role in therapeutic interventions by facilitating realistic and controlled environments for both clinicians and patients. VR technology offers promising advancements in augmenting traditional cognitive-behavioral therapy (CBT) methods for treating depression, with applications in psychoeducation, behavioral activation, and cognitive restructuring. Various VR assessment techniques including biomarkers and machine learning have been discussed in this study. Although the field remains experimental, the immersive nature of VR holds the potential for more personalized and accurate therapeutic interventions and assessments. Further research is required for definitive conclusions.",39261435,NA,NA,NA
[Digital transformation for the prevention of delirium in older adults with dementia: Development of simulation intervention using virtual reality and augmented reality programs and its subjective effects].,"We aimed to develop a simulation program for physicians and nurses involved in virtual reality (VR) and augmented reality (AR) treatment and care from the perspective of these professionals and older adults with dementia who developed delirium, and to test the effectiveness of the program. effectiveness of the program was analyzed through free-response statements from 67 nurses (84.8%) and 12 doctors (15.2%) who participated in the program between February 16 and April 18, 2023. Regarding the experience of delirium from the perspective of older adults with dementia (personal experience), the following statements were extracted ""1. I do not understand where I am, the situation, and the treatment/care that is about to be given""; ""2. I want the situation to be explained to me so that I can understand the reasons for my hospitalization and the treatment/care I am receiving""; ""3. The eerie environment of the hospital and the high pressure of the staff made me feel anxious and fearful""; ""4. Please respect my existence as I endure pain, anxiety, and loneliness""; ""5. I feel relieved when doctors and nurses deal with me from my point of view""; and ""6. I feel relieved when there is a familiar presence, such as a family member or the name I am calling on a daily basis"". Specific categories of self-oriented empathy were extracted from the experience of physical restraint at night using VR and the experience of delirium using AR. This suggests the possibility of objective effects on treatment and care in future practice.",39261101,NA,NA,NA
Management of Central Poststroke Pain: Systematic Review and Meta-analysis.,"Central poststroke pain (CPSP) is a neuropathic pain condition prevalent in 8 to 35% of stroke patients. This systematic review and meta-analysis aimed to provide insight into the effectiveness of available pharmacological, physical, psychological, and neuromodulation interventions in reducing pain in CPSP patients (PROSPERO Registration: CRD42022371835). Secondary outcomes included mood, sleep, global impression of change, and physical responses. Data extraction included participant demographics, stroke etiology, pain characteristics, pain reduction scores, and secondary outcome metrics. Forty-two original studies were included, with a total of 1,451 participants. No studies providing psychological therapy to CPSP patients were identified. Twelve studies met requirements for a random-effects meta-analyses that found pharmacological therapy to have a small effect on mean pain score (SMD = -.36, 96.0% confidence interval [-.68, -.03]), physical interventions did not show a significant effect (SMD = -.55 [-1.28, .18]), and neuromodulation treatments had a moderate effect (SMD = -.64 [-1.08, -.19]). Fourteen studies were included in proportional meta-analysis with pharmacological studies having a moderate effect (58.3% mean pain reduction [-36.51, -80.15]) and neuromodulation studies a small effect (31.1% mean pain reduction [-43.45, -18.76]). Sixteen studies were included in the narrative review, the findings from which largely supported meta-analysis results. Duloxetine, amitriptyline, and repetitive transcranial magnetic stimulation had the most robust evidence for their effectiveness in alleviating CPSP-induced pain. Further multicenter placebo-controlled research is needed to ascertain the effectiveness of physical therapies, such as acupuncture and virtual reality, and invasive and noninvasive neuromodulation treatments. PERSPECTIVE: This article presents a top-down and bottom-up overview of evidence for the effectiveness of different pharmacological, physical, and neuromodulation treatments of CPSP. This review could provide clinicians with a comprehensive understanding of the effectiveness and tolerability of different treatment types.",39260808,12,9,2024
Effects of Virtual Reality Motor-Cognitive Training for Older People With Cognitive Frailty: Multicentered Randomized Controlled Trial.,"Cognitive frailty refers to a clinical syndrome in which physical frailty and mild cognitive impairment coexist. Motor-cognitive training and virtual reality (VR) have been used to launch various therapeutic modalities to promote health in older people. The literature advocates that motor-cognitive training and VR are effective in promoting the cognitive and physical function of older people. However, the effects on older people with cognitive frailty are unclear. This study examined the effects of VR motor-cognitive training (VRMCT) on global cognitive function, physical frailty, walking speed, visual short-term memory, inhibition of cognitive interference, and executive function in older people with cognitive frailty. This study used a multicentered, assessor-blinded, 2-parallel-group randomized controlled trial design. Participants were recruited face-to-face in 8 older adult community centers. Eligible participants were aged ≥60 years, were community dwelling, lived with cognitive frailty, had no dementia, and were not mobility restricted. In the intervention group, participants received VRMCT led by interventionists with 16 one-hour training sessions delivered twice per week for 8 weeks. In the control group, participants received the usual care provided by the older adult community centers that the investigators did not interfere with. The primary outcome was global cognitive function. The secondary outcomes included physical frailty, walking speed, verbal short-term memory, inhibition of cognitive interference, and executive function. Data were collected at baseline (T0) and the week after the intervention (T1). Generalized estimating equations were used to examine the group, time, and interaction (time × group) effects on the outcomes. In total, 293 eligible participants enrolled in the study. The mean age of the participants was 74.5 (SD 6.8) years. Most participants were female (229/293, 78.2%), had completed primary education (152/293, 52.1%), were married (167/293, 57.2%), lived with friends (127/293, 43.3%), and had no VR experience (232/293, 79.5%). In the intervention group, 81.6% (119/146) of participants attended >80% (13/16, 81%) of the total number of sessions. A negligible number of participants experienced VR sickness symptoms (1/146, 0.7% to 5/146, 3%). VRMCT was effective in promoting global cognitive function (interaction effect: P=.03), marginally promoting executive function (interaction effect: P=.07), and reducing frailty (interaction effect: P=.03). The effects were not statistically significant on other outcomes. VRMCT is effective in promoting cognitive functions and reducing physical frailty and is well tolerated and accepted by older people with cognitive frailty, as evidenced by its high attendance rate and negligible VR sickness symptoms. Further studies should examine the efficacy of the intervention components (eg, VR vs non-VR or dual task vs single task) on health outcomes, the effect of using technology on intervention adherence, and the long-term effects of the intervention on older people with cognitive frailty at the level of daily living. ClinicalTrials.gov NCT04730817; https://clinicaltrials.gov/study/NCT04730817.",39259959,11,9,2024
Multimodal Exercises Adjunct to Virtual Reality in Acromioclavicular Joint Sprain Rehabilitation: A Case Report.,"Acromioclavicular joint (AC) sprains are common, usually resulting from a fall on the corner of the shoulder or, less often, an outstretched arm. In this report, we discussed the assessment and physiotherapy protocol along with virtual reality (VR) training of a 21-year-old male state-level kabaddi player who complained of pain in his left shoulder following a history of fall on his left shoulder while playing. This study highlights clinical assessment, diagnostic assessment, therapeutic intervention, and outcomes for patients with a grade II AC sprain. Pain, range of motion (ROM), and muscle strength were clinically assessed. The patient was managed with cryotherapy, movement with mobilization (MWM), rigid taping, ROM exercises, VR training, and muscle strengthening. The results of the study concluded that our conventional physical therapy along with MWM adjunct to VR facilitates the patient's functional recovery.",39258074,10,8,2024
